,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,very infertile,-,-,
1,Soil moisture: 1. water table,1.02,permanently low,-,-,
2,Status,2.01,native,-,-,
3,Typical abundance where naturally occurring,2.02,scattered,-,-,
4,Dynamics,2.03,declining,-,-,
5,First historical record: 1. date,2.04,1903,-,-,
6,First historical record: 2. site,2.05,S Lincoln,-,-,
7,Range: 3. continents where native,2.11,Africa,-,-,
8,Range: 3. continents where native,2.11,Asia,-,-,
9,Range: 3. continents where native,2.11,Europe,-,-,
10,SN Index,2.13,1.53,-,-,
11,EW Index,2.14,3.12,-,-,
12,British distribution (post 1949 records),2.15,20,-,-,
13,number of European countries in which native,2.17,11,-,-,
14,Stems: 1. woodiness,3.01,non-woody,-,-,
15,Stems: 2. support,3.02,self-supporting,-,-,
16,Height: 3. typical maximum (cm),3.05,40,-,-,
17,Height: 4. typical minimum (cm),3.06,4,-,-,
18,Spread,3.07,height = width,-,-,
19,Heterophylly,3.08,none,-,-,
20,Leaf shape: 1. type,3.09,simple,-,-,
21,Leaf shape: 2. outline,3.1,entire,-,-,
22,Leaf shape: 2. outline,3.1,entire,,,
23,Leaf shape: 3. pointed/round,3.11,pointed,-,-,
24,Leaf shape: 4. length versus breadth,3.12,>3 times as long as wide,-,-,
25,Leaf shape: 5. leaf base,3.13,parallel-sided,-,-,
26,Leaf shape: 6. petiole,3.14,sheathing,-,-,
27,Leaf shape: 7. minimum petiole length (mm),3.15,0,-,-,
28,Leaf shape: 8. maximum petiole length (mm),3.16,0,-,-,
29,Root system,3.24,fibrous,,,
30,Leaf folding,3.31,rolled,,,
31,Ligule,3.33,0.1,,,
32,Photosynthetic pathway,4.02,C3,-,-,
33,Heavy metal resistance,4.05,none,-,-,
34,Carnivory,4.06,does not kill insects,-,-,
35,Nutrition,4.07,autotrophic,-,-,
36,Life-form,5.01,therophyte,-,-,
37,Longevity of stems (yrs),5.02,<1,-,-,
38,Vegetative reproduction/persistence: 1. method,5.05,none,-,-,
39,Vegetative reproduction/persistence: 2. pattern,5.06,no ramets,-,-,
40,Flowering time: 1. earliest month,5.07,5,-,-,
41,Flowering time: 2. latest month,5.08,5,-,-,
42,Pollen vector,5.15,wind,-,-,
43,Dicliny,5.16,hermaphrodite,-,-,
44,Chromosome number(s): 1. number,5.25,14,,-,
45,Time of seed dispersal (season),5.28,summer,-,-,
46,Seed weight: 3. mean (mg),5.34,0.4118,,,
47,Time of germination (season),5.39,spring,-,-,
48,Normal method of propagation,5.52,seed,-,-,
49,Seedbank type,5.53,"seedbank present, type uncertain",-,-,
50,Maximum seedbank density (m2),5.54,38,-,-,
51,Minimum seedbank density (m2),5.55,38,-,-,
52,Mean seedbank density (m2),5.56,38,-,-,
53,Flower colour,5.58,green,"brown, purple, white",,
54,Petal no,5.59,0,,,
55,Petal (sepal) size (cm),5.6,0,,,
56,Stigma number,5.61,2,,,
57,Stamen number,5.62,3,,,
58,Sepal number,5.63,0,,,
59,Carpel/Style number,5.64,2,,,
60,Inflorescence type,5.65,panicle,raceme,narrow,
61,"Glume, upper",5.66,0.325,0.25-0.4,"lanceolate, acute, 3-nerved",
62,Glume lower,5.67,0.15,0.1-0.2,"lanceolate, acute, 1-nerved",
63,Palea,5.68,0.35,0.3-0.4,,
64,Lemma,5.69,0.35,0.3-0.4,"lanceolate, acute, 5 nerved, awn 0.1-0.6",
65,Physical defences on leaves,6.02,glabrous,-,-,
66,Change Index,7.03,-0.56,,,
67,Biome,7.04,Mediterranean-Atlantic,,,
68,Eastern Limit,7.05,Suboceanic,,,
69,Continentality,7.06,Not continental,,,
70,Northern Limit in Britain,7.07,No,,,
71,Southern European Limit,7.1,No Data,,,
72,January mean temperature,7.11,3.6,,,
73,July mean temperature,7.12,16,,,
74,Annual precipitation,7.13,705,,,
75,Ellenberg Indicator: Light,7.14,9,,,
76,Ellenberg : Moisture,7.15,3,,,
77,Ellenberg: pH,7.16,8,,,
78,Ellenberg Indicator: Nitrogen,7.17,2,,,
79,Ellenberg Indicator: Salt,7.18,0,,,
80,Life Form: normal state,7.19,Therophyte,,,
81,Clonality: normal state,7.21,Little or no vegetative spread,,,
