,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,fertile,-,-,
1,Soil pH: 2. extreme minimum,1.07,3.5,-,-,
2,Soil pH: 3. typical maximum,1.08,7.7,-,-,
3,Soil pH: 4. typical minimum,1.09,4.5,-,-,
4,Shade,1.1,light,-,-,
5,Shade,1.1,mid,-,-,
6,Altitude: 1. maximum recorded (m),1.12,210,-,-,
7,Status,2.01,naturalised,-,-,
8,Typical abundance where naturally occurring,2.02,dominant,-,-,
9,Dynamics,2.03,increasing,-,-,
10,Dynamics,2.03,increasing,-,-,
11,First historical record: 1. date,2.04,1855,first records of naturalization,-,
12,First historical record: 2. site,2.05,Middlesex and Hertfordshire,-,-,
13,Range: 3. continents where native,2.11,Asia,-,-,
14,Range: 4. continents where introduced,2.12,Europe,-,-,
15,SN Index,2.13,2.9,-,-,
16,EW Index,2.14,4.38,-,-,
17,Stems: 1. woodiness,3.01,non-woody,-,-,
18,Stems: 2. support,3.02,self-supporting,-,-,
19,Height: 1. extreme maximum (cm),3.03,250,-,-,
20,Height: 3. typical maximum (cm),3.05,200,-,-,
21,Height: 4. typical minimum (cm),3.06,100,-,-,
22,Spread,3.07,height > width,-,-,
23,Heterophylly,3.08,none,-,-,
24,Leaf shape: 1. type,3.09,simple,-,-,
25,Leaf shape: 2. outline,3.1,toothed,-,-,
26,Leaf shape: 3. pointed/round,3.11,pointed,-,-,
27,Leaf shape: 4. length versus breadth,3.12,1-3 times as long as wide,-,-,
28,Leaf shape: 5. leaf base,3.13,cuneate,-,-,
29,Leaf shape: 5. leaf base,3.13,rounded,-,-,
30,Leaf shape: 5. leaf base,3.13,truncate,-,-,
31,Leaf shape: 6. petiole,3.14,petiolate,-,-,
32,Leaf area (cm2),3.17,10-100,-,-,
33,Stomata: 1. surfaces present,3.19,both,-,-,
34,Stomata: 2. density on lower surface(no/mm2),3.2,277,-,-,
35,Stomata: 3. density on upper surface (no/mm2),3.21,137,-,-,
36,Leaf longevity: 1. type,3.22,aestival,-,-,
37,Root system,3.24,adventitious,-,-,
38,Root depth: 1. type,3.25,shallow,-,-,
39,Root depth: 2. depth (cm),3.26,10-50,10-15cm,-,
40,Photosynthetic pathway,4.02,C3,-,-,
41,Heavy metal resistance,4.05,none,-,-,
42,Carnivory,4.06,does not kill insects,-,-,
43,Nutrition,4.07,autotrophic,-,-,
44,Response to drought,4.08,wilts and recovers,if drought is not prolonged,-,
45,Response to frost (non-woody tissue),4.09,sensitive,-,-,
46,Response to frost (seedlings),4.1,sensitive,-,-,
47,Life-form,5.01,therophyte,-,-,
48,Longevity of stems (yrs),5.02,<1,-,-,
49,Age at first flowering,5.03,12-24 weeks,-,-,
50,Mono/poly-carpic,5.04,monocarpic,-,-,
51,Vegetative reproduction/persistence: 1. method,5.05,none,-,-,
52,Vegetative reproduction/persistence: 2. pattern,5.06,no ramets,-,-,
53,Flowering time: 1. earliest month,5.07,7,-,-,
54,Flowering time: 2. latest month,5.08,10,-,-,
55,Pollen: 2. diameter (um),5.13,20.9,,,
56,Pollen: 2. diameter (um),5.13,28.3,-,-,
57,Pollen vector,5.15,insect,-,-,
58,Dicliny,5.16,hermaphrodite,-,-,
59,Dichogamy,5.17,markedly protandrous,-,-,
60,Cleistogamy,5.2,cleistogamy not recorded,-,-,
61,Incompatibility systems,5.22,none,-,-,
62,Chromosome number(s): 1. number,5.25,18,-,-,
63,Chromosome number(s): 1. number,5.25,20,-,-,
64,2C DNA content (pg),5.26,2.2,-,-,
65,2C DNA content (pg),5.26,2.3,2n=18,,
66,Time of seed dispersal (season),5.28,autumn,-October,-,
67,Time of seed dispersal (season),5.28,summer,August-,-,
68,Annual seed dispersal,5.29,regular,-,-,
69,Dispersule size - length of longest axis (mm),5.3,4.8,seed,-,
70,Seed size - length of longest axis (mm),5.31,4.8,seed,-,
71,Seed weight: 3. mean (mg),5.34,7.3,-,-,
72,Seed weight: 3. mean (mg),5.34,9.83,,,
73,Seed production: 1. maximum (/flower),5.35,16,-,-,
74,Seed production: 2. typical range (/flower),5.36,1-10,-,-,
75,Seed production: 3. typical range (/plant),5.37,100-1000,-,-,
76,Dispersal agent,5.38,explosive mechanism,-,-,
77,Dispersal agent,5.38,water,-,-,
78,Time of germination (season),5.39,spring,-,-,
79,Germination requirements 1. chilling,5.45,absolute,-,-,
80,Germination type,5.48,epigeal,-,-,
81,Seedbank density: recorded values,5.51,no persistent seedbank recorded,seeds may persist in seed bank for at least 18 months (source no. 1165),-,
82,Normal method of propagation,5.52,seed,-,-,
83,Seedbank type,5.53,transient,-,-,
84,Flower colour,5.58,pink,"purple, white",,
85,Petal no,5.59,3,5,"2 pairs fused, leaving 3 apparent petals",
86,Petal (sepal) size (cm),5.6,1.6,1.2-2,"lowest sepal measurement, spur 0.2-0.7, bent",
87,Stigma number,5.61,1,,,
88,Stamen number,5.62,5,,,
89,Sepal number,5.63,3,,� petaloid,
90,Carpel/Style number,5.64,1,,,
91,Inflorescence type,5.65,raceme,,"axillary, few fld.",
92,Physical defences on leaves,6.02,glabrous,-,-,
93,Physical defences on stems,6.03,glabrous,-,-,
94,Change Index,7.03,1.85,,,
95,Biome,7.04,Mediterranean,,,
96,Eastern Limit,7.05,Hyperoceanic,,,
97,Continentality,7.06,Not continental,,,
98,Northern Limit in Britain,7.07,No,,,
99,Southern European Limit,7.1,No Data,,,
100,January mean temperature,7.11,3.7,,,
101,July mean temperature,7.12,15,,,
102,Annual precipitation,7.13,957,,,
