,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,fertile,-,-,
1,Soil pH: 1. extreme maximum,1.06,8.3,-,-,
2,Soil pH: 2. extreme minimum,1.07,4.6,-,-,
3,Shade,1.1,light,-,-,
4,Shade,1.1,mid,-,-,
5,Shade,1.1,none,-,-,
6,Altitude: 1. maximum recorded (m),1.12,441,-,-,
7,Altitude: 2. minimum recorded (m),1.13,0,-,-,
8,Altitude: 4. typical minimum (m),1.14,0,-,-,
9,Status,2.01,native,-,-,
10,Typical abundance where naturally occurring,2.02,frequent,-,-,
11,First historical record: 1. date,2.04,1597,-,-,
12,First historical record: 1. date,2.04,1945,-,-,
13,First historical record: 2. site,2.05,Bedford,-,-,
14,Range: 3. continents where native,2.11,Africa,,-,
15,Range: 3. continents where native,2.11,Europe,-,-,
16,Range: 4. continents where introduced,2.12,North America,,-,
17,SN Index,2.13,3.41,-,-,
18,EW Index,2.14,4.47,-,-,
19,number of European countries in which native,2.17,29,-,-,
20,Medicinal Use,2.18,bruises,,,
21,Medicinal Use,2.18,burns,,,
22,Medicinal Use,2.18,cuts,,,
23,Stems: 1. woodiness,3.01,non-woody,-,-,
24,Stems: 2. support,3.02,self-supporting,-,-,
25,Height: 3. typical maximum (cm),3.05,125,-,-,
26,Height: 4. typical minimum (cm),3.06,15,-,-,
27,Spread,3.07,height > width,-,-,
28,Heterophylly,3.08,developmental,-,-,
29,Leaf shape: 1. type,3.09,compound,-,-,
30,Leaf shape: 1. type,3.09,simple,-,-,
31,Leaf shape: 2. outline,3.1,lobed and toothed,-,-,
32,Leaf shape: 2. outline,3.1,toothed,-,-,
33,Leaf shape: 3. pointed/round,3.11,pointed,-,-,
34,Leaf shape: 4. length versus breadth,3.12,1-3 times as long as wide,-,-,
35,Leaf shape: 5. leaf base,3.13,cuneate,-,-,
36,Leaf shape: 6. petiole,3.14,petiolate,-,-,
37,Leaf shape: 6. petiole,3.14,sessile,-,-,
38,Leaf shape: 7. minimum petiole length (mm),3.15,0,-,-,
39,Leaf area (cm2),3.17,10-100,-,-,
40,Stomata: 1. surfaces present,3.19,both,,,
41,Stomata: 2. density on lower surface(no/mm2),3.2,114.48,,,
42,Stomata: 3. density on upper surface (no/mm2),3.21,18.98,,,
43,Leaf longevity: 1. type,3.22,semi-evergreen,-,-,
44,Root system,3.24,tap root,-,-,
45,Fine root diameter (um),3.27,150-200,-,-,
46,Photosynthetic pathway,4.02,C3,-,-,
47,Heavy metal resistance,4.05,none,-,-,
48,Carnivory,4.06,does not kill insects,-,-,
49,Nutrition,4.07,autotrophic,-,-,
50,Response to frost (seedlings),4.1,resistant,-,-,
51,Life-form,5.01,therophyte,-,-,
52,Longevity of stems (yrs),5.02,<1,-,-,
53,Vegetative reproduction/persistence: 1. method,5.05,none,-,-,
54,Vegetative reproduction/persistence: 2. pattern,5.06,no ramets,-,-,
55,Flowering time: 1. earliest month,5.07,6,-,-,
56,Flowering time: 2. latest month,5.08,9,-,-,
57,Pollen: 2. diameter (um),5.13,31,-,-,
58,Pollen vector,5.15,insect,-,-,
59,Dicliny,5.16,hermaphrodite,-,-,
60,Dichogamy,5.17,markedly protandrous,-,-,
61,Fertilization,5.19,cross or automatic self,-,-,
62,Incompatibility systems,5.22,none,-,-,
63,Chromosome number(s): 1. number,5.25,14,-,-,
64,Chromosome number(s): 1. number,5.25,14,-,-,
65,Chromosome number(s): 1. number,5.25,16,,-,
66,2C DNA content (pg),5.26,2.4,-,-,
67,Time of seed dispersal (season),5.28,autumn,-October,-,
68,Time of seed dispersal (season),5.28,summer,-,-,
69,Dispersule size - length of longest axis (mm),5.3,4.5,achene,-,
70,Seed size - length of longest axis (mm),5.31,4.5,achene,-,
71,Seed weight: 1. maximum (mg),5.32,1.9,-,-,
72,Seed weight: 2. minimum (mg),5.33,1.1,-,-,
73,Seed weight: 3. mean (mg),5.34,0.9,,,
74,Seed weight: 3. mean (mg),5.34,1.3,-,-,
75,Seed production: 1. maximum (/flower),5.35,21,achenes/capitulum,-,
76,Seed production: 2. typical range (/flower),5.36,10-100,achenes/capitulum,-,
77,Seed production: 3. typical range (/plant),5.37,1000-10000,-,-,
78,Dispersal agent,5.38,unspecialised,-,-,
79,Time of germination (season),5.39,autumn,-,-,
80,Time of germination (season),5.39,spring,-,-,
81,Maximum temperature at which 50% seeds germinate,5.42,35,-,-,
82,Minimum temperature at which 50% seeds germinate,5.44,13,-,-,
83,Germination type,5.48,epigeal,-,-,
84,Normal method of propagation,5.52,seed,-,-,
85,Seedbank type,5.53,long-term persistent,-,-,
86,Seedbank type,5.53,"seedbank present, type uncertain",-,-,
87,Seedbank type,5.53,short-term persistent,-,-,
88,Seedbank type,5.53,transient,-,-,
89,Maximum seedbank density (m2),5.54,888,-,-,
90,Minimum seedbank density (m2),5.55,6,-,-,
91,Mean seedbank density (m2),5.56,207.125,-,-,
92,Flower colour,5.58,yellow,,,
93,Petal no,5.59,5,many,flowers mistaken for petals,
94,Petal (sepal) size (cm),5.6,0.85,0.7-1,ligulate,
95,Stigma number,5.61,2,,,
96,Stamen number,5.62,5,,fused into a tube,
97,Sepal number,5.63,0,many,sepaloid phyllaries,
98,Carpel/Style number,5.64,1,,,
99,Inflorescence type,5.65,capitulum,,corymbose panicle,
100,Physical defences on leaves,6.02,hairy,-,-,
101,Physical defences on stems,6.03,glabrous,above,-,
102,Physical defences on stems,6.03,hairy,below,-,
103,Rarity Status,7.02,Present,,,
104,Change Index,7.03,-0.47,,,
105,Biome,7.04,Temperate,,,
106,Eastern Limit,7.05,European,,,
107,Continentality,7.06,Not continental,,,
108,Northern Limit in Britain,7.07,No,,,
109,"Northern European Limit (Lat,5C band)",7.08,>65,,,
110,"Southern European Limit (Latitude, 5C band)",7.09,<45,,,
111,Southern European Limit,7.1,No,,,
112,January mean temperature,7.11,3.6,,,
113,July mean temperature,7.12,15,,,
114,Annual precipitation,7.13,1059,,,
115,Ellenberg Indicator: Light,7.14,5,,Data calculated for Europe,
116,Ellenberg Indicator: Light,7.14,5x,,Data calculated for the Czech Republic,
117,Ellenberg Indicator: Light,7.14,6,,,
118,Ellenberg : Moisture,7.15,4,,,
