,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,fertile,-,-,
1,Soil nutrients,1.01,very fertile,-,-,
2,Soil pH: 1. extreme maximum,1.06,8.3,-,-,
3,Soil pH: 2. extreme minimum,1.07,4.1,-,-,
4,Soil pH: 3. typical maximum,1.08,7.1,-,-,
5,Soil pH: 4. typical minimum,1.09,5.1,-,-,
6,Shade,1.1,deep,-,-,
7,Altitude: 1. maximum recorded (m),1.12,500,-,-,
8,Altitude: 2. minimum recorded (m),1.13,0,-,-,
9,Altitude: 4. typical minimum (m),1.14,0,-,-,
10,Status,2.01,native,-,-,
11,Typical abundance where naturally occurring,2.02,dominant,-,-,
12,Dynamics,2.03,declining,perhaps,-,
13,First historical record: 1. date,2.04,1548,-,-,
14,Range: 3. continents where native,2.11,Africa,-,-,
15,Range: 3. continents where native,2.11,Asia,-,-,
16,Range: 3. continents where native,2.11,Europe,-,-,
17,SN Index,2.13,3.31,-,-,
18,EW Index,2.14,4.9,-,-,
19,number of European countries in which native,2.17,28,-,-,
20,Stems: 1. woodiness,3.01,non-woody,-,-,
21,Stems: 2. support,3.02,self-supporting,-,-,
22,Height: 3. typical maximum (cm),3.05,60,-,-,
23,Height: 4. typical minimum (cm),3.06,20,-,-,
24,Spread,3.07,height > width,-,-,
25,Heterophylly,3.08,none,-,-,
26,Leaf shape: 1. type,3.09,simple,-,-,
27,Leaf shape: 2. outline,3.1,lobed and toothed,-,-,
28,Leaf shape: 3. pointed/round,3.11,pointed,-,-,
29,Leaf shape: 4. length versus breadth,3.12,length = width,-,-,
30,Leaf shape: 5. leaf base,3.13,cordate,-,-,
31,Leaf shape: 6. petiole,3.14,petiolate,-,-,
32,Leaf shape: 7. minimum petiole length (mm),3.15,50,-,-,
33,Leaf shape: 8. maximum petiole length (mm),3.16,250,-,-,
34,Leaf area (cm2),3.17,10-100,-,-,
35,Stomata: 1. surfaces present,3.19,lower,-,-,
36,Stomata: 1. surfaces present,3.19,lower,,,
37,Stomata: 2. density on lower surface(no/mm2),3.2,143,range 116-174,-,
38,Stomata: 2. density on lower surface(no/mm2),3.2,90.35,,,
39,Stomata: 3. density on upper surface (no/mm2),3.21,0,-,-,
40,Leaf longevity: 1. type,3.22,evergreen,-,-,
41,Leaf longevity: 2. number of months,3.23,6-12,,-,
42,Seedling growth rate - maximum (/d),4.01,0.11,-,-,
43,Photosynthetic pathway,4.02,C3,-,-,
44,Heavy metal resistance,4.05,none,-,-,
45,Carnivory,4.06,does not kill insects,-,-,
46,Nutrition,4.07,autotrophic,-,-,
47,Rgr max,4.12,0.77,�0.13,,
48,rgr,4.13,0.47,�0.05,,
49,Life-form,5.01,hemicryptophyte,-,-,
50,Longevity of stems (yrs),5.02,<1,-,-,
51,Age at first flowering,5.03,5-20 yrs,-,-,
52,Mono/poly-carpic,5.04,polycarpic,-,-,
53,Vegetative reproduction/persistence: 1. method,5.05,rhizomes,-,-,
