,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,Fertile,,,
1,Soil moisture: 2. drainage,1.03,Free draining,,,
2,Soil moisture: 3. supply,1.04,continuous,,moist,
3,Shade,1.1,light,,,
4,Shade,1.1,none,,,
5,Range: 3. continents where native,2.11,"S. Europe, Middle East, N Africa",,,
6,Height: 1. extreme maximum (cm),3.03,150,,,
7,Height: 3. typical maximum (cm),3.05,100,,,
8,Height: 4. typical minimum (cm),3.06,15,,,
9,Spread,3.07,ht > width,,,
10,Heterophylly,3.08,none,,,
11,Leaf shape: 1. type,3.09,compound,,,
12,Leaf shape: 2. outline,3.1,serrate,,,
13,Leaf shape: 3. pointed/round,3.11,pointed,,,
14,Leaf shape: 4. length versus breadth,3.12,length = breadth,length to 20 cm,,
15,Leaf shape: 6. petiole,3.14,petiolate,,,
16,Leaf shape: 7. minimum petiole length (mm),3.15,3,,,
17,Leaf shape: 8. maximum petiole length (mm),3.16,13,,,
18,Carnivory,4.06,does not kill insects,,,
19,Nutrition,4.07,autotrophic,,,
20,Response to frost (non-woody tissue),4.09,resistant,,H6 (to -20),
21,Life-form,5.01,Therophyte,,,
22,Longevity of stems (yrs),5.02,<1,,,
23,Mono/poly-carpic,5.04,monocarpic,,,
24,Vegetative reproduction/persistence: 1. method,5.05,none,,,
25,Flowering time: 1. earliest month,5.07,6,,,
26,Flowering time: 2. latest month,5.08,10,,,
27,Chromosome number(s): 1. number,5.25,22,,,
28,Seed weight: 3. mean (mg),5.34,0.6,,,
29,Flower colour,5.58,white,,,
30,Petal no,5.59,5,,,
31,Petal (sepal) size (cm),5.6,0.15,,,
32,Stigma number,5.61,1,,stylopodium,
33,Stamen number,5.62,5,,,
34,Sepal number,5.63,5,,minute or 0,
35,Carpel/Style number,5.64,2,,,
36,Inflorescence type,5.65,umbel,,,
37,Physical defences on leaves,6.02,glabrous,,,
38,Physical defences on stems,6.03,glabrous,,,
39,Physical defences on flowers/fruits,6.04,glabrous,,,
40,Physical defences on buds,6.05,glabrous,,,
41,Ellenberg Indicator: Light,7.14,7,,Data calculated for the Czech Republic,
42,Ellenberg Indicator: Light,7.14,7,,Data calculated for Europe,
43,Ellenberg : Moisture,7.15,4,,Data calculated for the Czech Republic,
44,Ellenberg : Moisture,7.15,4~,,Data calculated for Europe,
45,Ellenberg: pH,7.16,8,,Data calculated for the Czech Republic,
46,Ellenberg: pH,7.16,8,,Data calculated for Europe,
47,Ellenberg Indicator: Nitrogen,7.17,7,,Data calculated for the Czech Republic,
48,Ellenberg Indicator: Nitrogen,7.17,7,,Data calculated for Europe,
49,Ellenberg Indicator: Salt,7.18,0,,Data calculated for Europe,
50,Ellenberg Indicator: Salt,7.18,1,,Data calculated for the Czech Republic,
51,Ellenberg: Temperature,7.23,8,,Data calculated for the Czech Republic,
52,Ellenberg: Temperature,7.23,8,,Data calculated for Europe,
53,Ellenberg: Continetality,7.24,3,,Data calculated for Europe,
