,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,fertile,,,
1,Soil moisture: 2. drainage,1.03,free draining,,,
2,Shade,1.1,none,,,
3,Status,2.01,naturalised,-,-,
4,First historical record: 1. date,2.04,1864,,1823 cultivation,
5,First historical record: 2. site,2.05,Guernsey,,,
6,Range: 3. continents where native,2.11,"Europe, N. Africa. S.W. Asia, W. Palearctic",,,
7,number of European countries in which native,2.17,10,-,-,
8,Stems: 1. woodiness,3.01,not woody,,,
9,Stems: 2. support,3.02,self supporting,,,
10,Height: 1. extreme maximum (cm),3.03,60,,,
11,Height: 2. extreme minimum (cm),3.04,20,,,
12,Height: 3. typical maximum (cm),3.05,50,-,-,
13,Spread,3.07,height > width,,,
14,Heterophylly,3.08,none,,,
15,Leaf shape: 1. type,3.09,simple,,,
16,Leaf shape: 2. outline,3.1,entire,denticulate,,
17,Leaf shape: 3. pointed/round,3.11,pointed,,,
18,Leaf shape: 4. length versus breadth,3.12,> 3 x as long as broad,,,
19,Leaf shape: 5. leaf base,3.13,sheathing,,,
20,Leaf area (cm2),3.17,1-10,,,
21,Leaf longevity: 1. type,3.22,aestival,,,
22,Root system,3.24,fibrous,,,
23,Photosynthetic pathway,4.02,C3,-,-,
24,Heavy metal resistance,4.05,none,-,-,
25,Carnivory,4.06,does not kill insects,-,-,
26,Nutrition,4.07,autotrophic,-,-,
27,Life-form,5.01,Geophyte,bulb,,
28,Longevity of stems (yrs),5.02,<1,,,
29,Mono/poly-carpic,5.04,polycarpic,,,
30,Vegetative reproduction/persistence: 1. method,5.05,bulbs,-,-,
31,Pollen vector,5.15,insect,,,
32,Dicliny,5.16,hermaphrodite,,,
33,Chromosome number(s): 1. number,5.25,14,,-,
34,Chromosome number(s): 1. number,5.25,21,,-,
35,Chromosome number(s): 1. number,5.25,28,,-,
36,Chromosome number(s): 1. number,5.25,31-36,,-,
37,2C DNA content (pg),5.26,31.2,,2n=14,
38,Seed weight: 3. mean (mg),5.34,2.26,,,
39,Normal method of propagation,5.52,seed,-,-,
40,Normal method of propagation,5.52,seed and vegetative,,,
41,Flower colour,5.58,white,,,
42,Petal no,5.59,6,,tepals,
43,Petal (sepal) size (cm),5.6,0.95,0.7-1.2,,
44,Stigma number,5.61,1,,,
45,Stamen number,5.62,6,,,
46,Sepal number,5.63,0,,tepals,
47,Carpel/Style number,5.64,1,,,
48,Inflorescence type,5.65,umbel,,terminal,
49,Physical defences on leaves,6.02,glabrous,,,
50,Physical defences on stems,6.03,glabrous,,,
51,Physical defences on flowers/fruits,6.04,glabrous,,,
