,Name,Number,Value,Modifier,Notes,Subspecies
0,Soil nutrients,1.01,fertile,-,-,
1,Soil nutrients,1.01,very fertile,-,-,
2,Shade,1.1,light,-,-,
3,Shade,1.1,mid,-,-,
4,Shade,1.1,none,-,-,
5,Altitude: 1. maximum recorded (m),1.12,822,-,-,
6,Altitude: 2. minimum recorded (m),1.13,0,-,-,
7,Altitude: 4. typical minimum (m),1.14,0,-,-,
8,Status,2.01,native,-,-,
9,Typical abundance where naturally occurring,2.02,frequent,-,-,
10,Dynamics,2.03,declining,probably,-,
11,First historical record: 1. date,2.04,1632,-,-,
12,Range: 3. continents where native,2.11,Asia,-,-,
13,Range: 3. continents where native,2.11,Europe,-,-,
14,Range: 3. continents where native,2.11,North America,-,-,
15,SN Index,2.13,3.83,-,-,
16,EW Index,2.14,4.48,-,-,
17,number of European countries in which native,2.17,26,-,-,
18,Stems: 1. woodiness,3.01,non-woody,-,-,
19,Stems: 2. support,3.02,tendrils,-,-,
20,Height: 3. typical maximum (cm),3.05,100,-,-,
21,Height: 4. typical minimum (cm),3.06,30,-,-,
22,Spread,3.07,height = width,-,-,
23,Heterophylly,3.08,none,-,-,
24,Leaf shape: 1. type,3.09,compound,-,-,
25,Leaf shape: 2. outline,3.1,entire,-,-,
26,Leaf shape: 3. pointed/round,3.11,mucronate,-,-,
27,Leaf shape: 4. length versus breadth,3.12,>3 times as long as wide,-,-,
28,Leaf shape: 5. leaf base,3.13,rounded,-,-,
29,Leaf shape: 6. petiole,3.14,subsessile,-,-,
30,Leaf area (cm2),3.17,10-100,-,-,
31,Stomata: 1. surfaces present,3.19,lower,-,-,
32,Stomata: 2. density on lower surface(no/mm2),3.2,160,range 153-168,-,
33,Stomata: 3. density on upper surface (no/mm2),3.21,0,-,-,
34,Leaf longevity: 1. type,3.22,aestival,-,-,
35,Photosynthetic pathway,4.02,C3,-,-,
36,Heavy metal resistance,4.05,none,-,-,
37,Carnivory,4.06,does not kill insects,-,-,
38,Nutrition,4.07,autotrophic,-,-,
39,Life-form,5.01,hemicryptophyte,-,-,
40,Longevity of stems (yrs),5.02,<1,-,-,
41,Mono/poly-carpic,5.04,polycarpic,-,-,
42,Vegetative reproduction/persistence: 2. pattern,5.06,patch-forming,-,-,
43,Flowering time: 1. earliest month,5.07,5,-,-,
44,Flowering time: 2. latest month,5.08,8,-,-,
45,Pollen vector,5.15,insect,-,-,
46,Dicliny,5.16,hermaphrodite,-,-,
47,Chromosome number(s): 1. number,5.25,14,-,-,
48,2C DNA content (pg),5.26,14.4,2n=14,-,
49,2C DNA content (pg),5.26,9.35,2n=14,,
50,2C DNA content (pg),5.26,9.4,2n=14,-,
51,Time of seed dispersal (season),5.28,summer,-,-,
52,Dispersule size - length of longest axis (mm),5.3,3.5,seed,-,
53,Seed size - length of longest axis (mm),5.31,3.5,seed,-,
54,Seed weight: 3. mean (mg),5.34,18,,,
55,Seed weight: 3. mean (mg),5.34,26.0,-,-,
